quarter_Quarter2,quarter_Quarter3,quarter_Quarter4,quarter_Quarter5,department_sweing,day_Saturday,day_Sunday,day_Thursday,day_Tuesday,day_Wednesday,team,targeted_productivity,smv,wip,over_time,incentive,no_of_workers,actual_productivity
0,0,0,0,1,1,0,0,0,0,0.4545454545454545,0.8,0.44521873790166466,0.04953493402552455,0.25925925925925924,0.013888888888888888,0.6206896551724138,0.800125
0,0,0,0,1,1,0,0,0,0,0.5454545454545454,0.8,0.44521873790166466,0.048929266709928615,0.25925925925925924,0.010555555555555556,0.6206896551724138,0.800125
0,0,0,0,1,1,0,0,0,0,0.8181818181818182,0.75,0.3176538908246225,0.02608695652173913,0.25,0.015555555555555555,0.5977011494252874,0.787299691
0,0,0,0,0,1,0,0,0,0,0.09090909090909091,0.8,0.024196670538133958,0.046073977936404935,0.037037037037037035,0.0,0.06896551724137931,0.782447917
0,0,0,0,1,1,0,0,0,0,0.09090909090909091,0.75,0.32849399922570655,0.040536448193813544,0.25462962962962965,0.0125,0.6091954022988506,0.75024303
0,0,0,0,0,1,0,0,0,0,0.8181818181818182,0.7,0.024196670538133958,0.046073977936404935,0.037037037037037035,0.0,0.06896551724137931,0.7018125
0,0,0,0,1,1,0,0,0,0,0.2727272727272727,0.7,0.4024390243902439,0.023231667748215442,0.5324074074074074,0.0,0.6666666666666667,0.700134038
0,0,0,0,1,1,0,0,0,0,0.7272727272727273,0.7,0.4874177313201702,0.046073977936404935,0.2662037037037037,0.011111111111111112,0.6379310344827587,0.699965217
0,0,0,0,0,1,0,0,0,0,0.6363636363636364,0.8,0.0,0.046073977936404935,0.037037037037037035,0.0,0.06896551724137931,0.6283333329999999
0,0,0,0,0,1,0,0,0,0,0.5454545454545454,0.8,0.020131629887727445,0.046073977936404935,0.037037037037037035,0.0,0.06896551724137931,0.6253125
0,0,0,0,0,0,1,0,0,0,0.1818181818181818,0.75,0.024196670538133958,0.037940731126973826,0.06018518518518518,0.0,0.06896551724137931,0.9913888890000001
0,0,0,0,0,0,1,0,0,0,0.7272727272727273,0.8,0.020131629887727445,0.037940731126973826,0.037037037037037035,0.0,0.06896551724137931,0.9316458329999999
0,0,0,0,0,0,1,0,0,0,0.0,0.8,0.020131629887727445,0.037940731126973826,0.037037037037037035,0.0,0.06896551724137931,0.915229167
0,0,0,0,1,0,1,0,0,0,0.4545454545454545,0.8,0.16860240030971735,0.023015357992645466,0.2690972222222222,0.013888888888888888,0.33333333333333337,0.879714482
0,0,0,0,0,0,1,0,0,0,0.2727272727272727,0.8,0.020131629887727445,0.037940731126973826,0.25462962962962965,0.0,0.20689655172413793,0.8616790120000001
0,0,0,0,1,0,1,0,0,0,0.7272727272727273,0.8,0.4502516453735965,0.05498593986588795,0.27314814814814814,0.016666666666666666,0.6551724137931034,0.850569492
0,0,0,0,1,0,1,0,0,0,0.5454545454545454,0.8,0.44521873790166466,0.052779580359074194,0.2708333333333333,0.016666666666666666,0.6264367816091955,0.850436438
0,0,0,0,1,0,1,0,0,0,0.6363636363636364,0.8,0.44521873790166466,0.04464633354964309,0.26157407407407407,0.0125,0.6264367816091955,0.8503451329999999
0,0,0,0,1,0,1,0,0,0,0.2727272727272727,0.8,0.4874177313201702,0.03768115942028986,0.16435185185185186,0.013888888888888888,0.6149425287356322,0.800598058
0,0,0,0,1,0,1,0,0,0,0.0,0.8,0.4502516453735965,0.044386761842959116,0.27314814814814814,0.0175,0.6551724137931034,0.8003186440000001
0,0,0,0,1,0,1,0,0,0,0.09090909090909091,0.8,0.4874177313201702,0.033528012113346314,0.2569444444444444,0.013888888888888888,0.6149425287356322,0.8002378379999999
0,0,0,0,1,0,1,0,0,0,0.9999999999999999,0.8,0.16860240030971735,0.052303698896820246,0.2690972222222222,0.013888888888888888,0.33333333333333337,0.800030199
0,0,0,0,0,0,1,0,0,0,0.09090909090909091,0.8,0.020131629887727445,0.037940731126973826,0.037037037037037035,0.0,0.06896551724137931,0.7921041670000001
0,0,0,0,0,0,1,0,0,0,0.8181818181818182,0.7,0.020131629887727445,0.037940731126973826,0.16666666666666666,0.0,0.1839080459770115,0.759228395
0,0,0,0,1,0,1,0,0,0,0.9090909090909091,0.75,0.3176538908246225,0.02189054726368159,0.25,0.0125,0.5977011494252874,0.7503484570000001
0,0,0,0,1,0,1,0,0,0,0.1818181818181818,0.75,0.32849399922570655,0.03145143845987454,0.25462962962962965,0.0125,0.6091954022988506,0.75024303
0,0,0,0,1,0,1,0,0,0,0.8181818181818182,0.7,0.4874177313201702,0.05169803158122431,0.2662037037037037,0.011111111111111112,0.6379310344827587,0.699965217
0,0,0,0,0,0,1,0,0,0,0.6363636363636364,0.8,0.0,0.037940731126973826,0.037037037037037035,0.0,0.06896551724137931,0.682708333
0,0,0,0,0,0,1,0,0,0,0.5454545454545454,0.8,0.0,0.037940731126973826,0.037037037037037035,0.0,0.06896551724137931,0.667604167
0,0,0,0,1,0,1,0,0,0,0.36363636363636365,0.7,0.8279132791327912,0.037940731126973826,0.2685185185185185,0.007222222222222222,0.6436781609195402,0.603432184
0,0,0,0,0,0,1,0,0,0,0.9090909090909091,0.75,0.024196670538133958,0.037940731126973826,0.037037037037037035,0.0,0.06896551724137931,0.34583333299999997
0,0,0,0,0,0,0,0,0,0,0.0,0.8,0.020131629887727445,0.02850962578412286,0.07407407407407407,0.0,0.06896551724137931,0.961059028
0,0,0,0,0,0,0,0,0,0,0.9090909090909091,0.8,0.020131629887727445,0.02850962578412286,0.09259259259259259,0.0,0.09195402298850575,0.9395138890000001
0,0,0,0,0,0,0,0,0,0,0.2727272727272727,0.8,0.020131629887727445,0.02850962578412286,0.14814814814814814,0.0,0.16091954022988506,0.893663194
0,0,0,0,0,0,0,0,0,0,0.1818181818181818,0.75,0.024196670538133958,0.02850962578412286,0.07407407407407407,0.0,0.06896551724137931,0.875390625
0,0,0,0,1,0,0,0,0,0,0.7272727272727273,0.8,0.4502516453735965,0.052779580359074194,0.27314814814814814,0.020833333333333332,0.6551724137931034,0.850569492
0,0,0,0,0,0,0,0,0,0,0.7272727272727273,0.8,0.0,0.02850962578412286,0.07407407407407407,0.0,0.06896551724137931,0.8208333329999999
0,0,0,0,0,0,0,0,0,0,0.09090909090909091,0.8,0.020131629887727445,0.02850962578412286,0.037037037037037035,0.0,0.06896551724137931,0.804416667
0,0,0,0,1,0,0,0,0,0,0.5454545454545454,0.8,0.44521873790166466,0.05399091499026606,0.26157407407407407,0.013888888888888888,0.6264367816091955,0.8006843659999999
0,0,0,0,1,0,0,0,0,0,0.6363636363636364,0.8,0.44521873790166466,0.04499242915855505,0.26157407407407407,0.010555555555555556,0.6264367816091955,0.8006843659999999
0,0,0,0,1,0,0,0,0,0,0.0,0.8,0.4502516453735965,0.048929266709928615,0.27314814814814814,0.0175,0.6551724137931034,0.8003186440000001
0,0,0,0,1,0,0,0,0,0,0.9090909090909091,0.8,0.3176538908246225,0.029028769197490804,0.18518518518518517,0.013888888888888888,0.6091954022988506,0.800250962
0,0,0,0,1,0,0,0,0,0,0.4545454545454545,0.8,0.16860240030971735,0.03049967553536664,0.2777777777777778,0.013888888888888888,0.3448275862068966,0.8002460109999999
0,0,0,0,1,0,0,0,0,0,0.9999999999999999,0.8,0.16860240030971735,0.0445598096474151,0.2777777777777778,0.013888888888888888,0.3448275862068966,0.8002460109999999
0,0,0,0,1,0,0,0,0,0,0.09090909090909091,0.8,0.4874177313201702,0.03244646333549643,0.2662037037037037,0.013888888888888888,0.6379310344827587,0.800076522
0,0,0,0,1,0,0,0,0,0,0.2727272727272727,0.8,0.4874177313201702,0.03253298723772442,0.2662037037037037,0.013888888888888888,0.6379310344827587,0.800076522
0,0,0,0,0,0,0,0,0,0,0.8181818181818182,0.75,0.0,0.02850962578412286,0.037037037037037035,0.0,0.06896551724137931,0.763375
0,0,0,0,0,0,0,0,0,0,0.36363636363636365,0.6,0.0,0.02850962578412286,0.037037037037037035,0.0,0.06896551724137931,0.759270833
0,0,0,0,1,0,0,0,0,0,0.8181818181818182,0.75,0.4874177313201702,0.046549859398658876,0.2708333333333333,0.0125,0.6494252873563219,0.7504
0,0,0,0,1,0,0,0,0,0,0.1818181818181818,0.75,0.32849399922570655,0.040536448193813544,0.25462962962962965,0.0125,0.6091954022988506,0.75024303
0,0,0,0,0,0,0,0,0,0,0.5454545454545454,0.8,0.020131629887727445,0.02850962578412286,0.037037037037037035,0.0,0.06896551724137931,0.676666667
0,0,0,0,0,0,0,0,0,0,0.6363636363636364,0.8,0.0,0.02850962578412286,0.037037037037037035,0.0,0.06896551724137931,0.6645833329999999
0,0,0,0,1,0,0,0,0,0,0.36363636363636365,0.6,0.3693379790940766,0.02850962578412286,0.2685185185185185,0.006388888888888889,0.6436781609195402,0.6000287360000001
0,0,0,0,0,0,0,0,1,0,0.2727272727272727,0.8,0.020131629887727445,0.03465282284231019,0.17129629629629628,0.0,0.1839080459770115,0.966781346
0,0,0,0,0,0,0,0,1,0,0.0,0.8,0.020131629887727445,0.03465282284231019,0.05555555555555555,0.0,0.06896551724137931,0.936496212
0,0,0,0,0,0,0,0,1,0,0.1818181818181818,0.75,0.024196670538133958,0.03465282284231019,0.06944444444444445,0.0,0.09195402298850575,0.899166667
0,0,0,0,0,0,0,0,1,0,0.9090909090909091,0.8,0.024196670538133958,0.03465282284231019,0.10416666666666667,0.0,0.14942528735632185,0.888686869
0,0,0,0,0,0,0,0,1,0,0.7272727272727273,0.8,0.020131629887727445,0.03465282284231019,0.05555555555555555,0.0,0.06896551724137931,0.8581439390000001
0,0,0,0,1,0,0,0,1,0,0.0,0.8,0.4502516453735965,0.051049102314514386,0.4097222222222222,0.020833333333333332,0.6551724137931034,0.850502311
0,0,0,0,1,0,0,0,1,0,0.7272727272727273,0.8,0.4502516453735965,0.056154012545965824,0.4097222222222222,0.020833333333333332,0.6551724137931034,0.850502311
0,0,0,0,0,0,0,0,1,0,0.8181818181818182,0.75,0.020131629887727445,0.03465282284231019,0.05555555555555555,0.0,0.06896551724137931,0.8096401520000001
0,0,0,0,0,0,0,0,1,0,0.09090909090909091,0.8,0.020131629887727445,0.03465282284231019,0.05555555555555555,0.0,0.06896551724137931,0.805909091
0,0,0,0,1,0,0,0,1,0,0.09090909090909091,0.8,0.4874177313201702,0.030672723339822624,0.3993055555555555,0.013888888888888888,0.6379310344827587,0.800594466
0,0,0,0,1,0,0,0,1,0,0.2727272727272727,0.8,0.4874177313201702,0.03971447112264763,0.3993055555555555,0.013888888888888888,0.6379310344827587,0.800594466
0,0,0,0,1,0,0,0,1,0,0.1818181818181818,0.8,0.32849399922570655,0.04135842526497945,0.3819444444444444,0.013888888888888888,0.6091954022988506,0.8002738290000001
0,0,0,0,1,0,0,0,1,0,0.9999999999999999,0.8,0.16860240030971735,0.047328574518710795,0.2048611111111111,0.013888888888888888,0.3390804597701149,0.8001409690000001
0,0,0,0,1,0,0,0,1,0,0.5454545454545454,0.8,0.44521873790166466,0.04447328574518711,0.3923611111111111,0.010555555555555556,0.6264367816091955,0.800128721
0,0,0,0,1,0,0,0,1,0,0.6363636363636364,0.8,0.44521873790166466,0.046549859398658876,0.3923611111111111,0.010555555555555556,0.6264367816091955,0.800128721
0,0,0,0,1,0,0,0,1,0,0.4545454545454545,0.8,0.16860240030971735,0.039065541855937705,0.1724537037037037,0.010555555555555556,0.3390804597701149,0.80007657
0,0,0,0,1,0,0,0,1,0,0.8181818181818182,0.75,0.4874177313201702,0.05200086523902228,0.40625,0.0125,0.6494252873563219,0.750545455
0,0,0,0,1,0,0,0,1,0,0.9090909090909091,0.75,0.3176538908246225,0.02522171749945922,0.3819444444444444,0.0125,0.6091954022988506,0.7500578509999999
0,0,0,0,0,0,0,0,1,0,0.6363636363636364,0.8,0.0,0.03465282284231019,0.05555555555555555,0.0,0.06896551724137931,0.681060606
0,0,0,0,1,0,0,0,1,0,0.36363636363636365,0.65,0.3693379790940766,0.03465282284231019,0.4027777777777778,0.009722222222222222,0.6436781609195402,0.649983281
0,0,0,0,0,0,0,0,1,0,0.5454545454545454,0.8,0.0,0.03465282284231019,0.05555555555555555,0.0,0.06896551724137931,0.61625
0,0,0,0,0,0,0,0,0,1,0.0,0.8,0.020131629887727445,0.02426995457495133,0.05555555555555555,0.0,0.06896551724137931,0.951420455
0,0,0,0,0,0,0,0,0,1,0.7272727272727273,0.8,0.020131629887727445,0.02426995457495133,0.05555555555555555,0.0,0.06896551724137931,0.880530303
0,0,0,0,1,0,0,0,0,1,0.0,0.8,0.4502516453735965,0.05070300670560242,0.4097222222222222,0.020833333333333332,0.6551724137931034,0.850502311
0,0,0,0,1,0,0,0,0,1,0.7272727272727273,0.8,0.4502516453735965,0.05697598961713173,0.4097222222222222,0.020833333333333332,0.6551724137931034,0.850502311
0,0,0,0,1,0,0,0,0,1,0.6363636363636364,0.8,0.44521873790166466,0.048799480856586634,0.3923611111111111,0.016666666666666666,0.6264367816091955,0.850136766
0,0,0,0,0,0,0,0,0,1,0.1818181818181818,0.75,0.024196670538133958,0.02426995457495133,0.10416666666666667,0.0,0.14942528735632185,0.83
0,0,0,0,0,0,0,0,0,1,0.2727272727272727,0.8,0.020131629887727445,0.02426995457495133,0.17129629629629628,0.0,0.1839080459770115,0.827186544
0,0,0,0,0,0,0,0,0,1,0.09090909090909091,0.8,0.020131629887727445,0.02426995457495133,0.05555555555555555,0.0,0.06896551724137931,0.8133712120000001
0,0,0,0,0,0,0,0,0,1,0.8181818181818182,0.75,0.020131629887727445,0.02426995457495133,0.05555555555555555,0.0,0.06896551724137931,0.805909091
0,0,0,0,0,0,0,0,0,1,0.5454545454545454,0.8,0.0,0.02426995457495133,0.05555555555555555,0.0,0.06896551724137931,0.804640152
0,0,0,0,1,0,0,0,0,1,0.09090909090909091,0.8,0.4874177313201702,0.03326844040666234,0.3993055555555555,0.0175,0.6379310344827587,0.800594466
0,0,0,0,1,0,0,0,0,1,0.2727272727272727,0.8,0.4874177313201702,0.04252649794505732,0.3993055555555555,0.013888888888888888,0.6379310344827587,0.800594466
0,0,0,0,1,0,0,0,0,1,0.4545454545454545,0.8,0.16473093302361594,0.042353450140601344,0.21180555555555555,0.013888888888888888,0.3275862068965517,0.8003437659999999
0,0,0,0,1,0,0,0,0,1,0.1818181818181818,0.8,0.32849399922570655,0.03967120917153363,0.3819444444444444,0.013888888888888888,0.6091954022988506,0.8002738290000001
0,0,0,0,1,0,0,0,0,1,0.9999999999999999,0.8,0.16860240030971735,0.0481505515898767,0.21875,0.013888888888888888,0.3390804597701149,0.8002467529999999
0,0,0,0,1,0,0,0,0,1,0.5454545454545454,0.8,0.44521873790166466,0.04581440622972096,0.3923611111111111,0.013888888888888888,0.6264367816091955,0.800128721
0,0,0,0,1,0,0,0,0,1,0.8181818181818182,0.75,0.4874177313201702,0.04918883841661259,0.40625,0.019166666666666665,0.6494252873563219,0.8
0,0,0,0,1,0,0,0,0,1,0.36363636363636365,0.7,0.3693379790940766,0.017564352152282067,0.375,0.011111111111111112,0.6436781609195402,0.7004808309999999
0,0,0,0,0,0,0,0,0,1,0.6363636363636364,0.8,0.0,0.02426995457495133,0.05555555555555555,0.0,0.06896551724137931,0.681060606
0,0,0,0,0,0,0,0,0,1,0.4545454545454545,0.8,0.0,0.02426995457495133,0.06944444444444445,0.0,0.09195402298850575,0.666515152
0,0,0,0,1,0,0,0,0,1,0.9090909090909091,0.8,0.5600077429345721,0.02426995457495133,0.3819444444444444,0.011111111111111112,0.6091954022988506,0.412119835
0,0,0,0,0,0,0,0,0,1,0.36363636363636365,0.7,0.024196670538133958,0.02426995457495133,0.05555555555555555,0.0,0.06896551724137931,0.330113636
1,0,0,0,0,0,0,1,0,0,0.0,0.8,0.020131629887727445,0.031018818948734584,0.05555555555555555,0.0,0.06896551724137931,0.9476893940000001
1,0,0,0,0,0,0,1,0,0,0.2727272727272727,0.8,0.020131629887727445,0.031018818948734584,0.4861111111111111,0.0,0.20689655172413793,0.919905405
1,0,0,0,1,0,0,1,0,0,0.7272727272727273,0.8,0.4502516453735965,0.052303698896820246,0.4097222222222222,0.024444444444444446,0.6551724137931034,0.9002157159999999
1,0,0,0,0,0,0,1,0,0,0.7272727272727273,0.8,0.020131629887727445,0.031018818948734584,0.05555555555555555,0.0,0.06896551724137931,0.891723485
1,0,0,0,1,0,0,1,0,0,0.0,0.8,0.4502516453735965,0.05113562621674238,0.4097222222222222,0.020833333333333332,0.6551724137931034,0.850502311
1,0,0,0,1,0,0,1,0,0,0.2727272727272727,0.8,0.4874177313201702,0.04044992429158555,0.40625,0.020833333333333332,0.6494252873563219,0.8501818179999999
1,0,0,0,1,0,0,1,0,0,0.5454545454545454,0.8,0.44521873790166466,0.04512221501189704,0.3923611111111111,0.016666666666666666,0.6264367816091955,0.850136766
1,0,0,0,1,0,0,1,0,0,0.6363636363636364,0.8,0.44521873790166466,0.04408392818516115,0.3923611111111111,0.016666666666666666,0.6264367816091955,0.850136766
1,0,0,0,0,0,0,1,0,0,0.09090909090909091,0.8,0.020131629887727445,0.031018818948734584,0.05555555555555555,0.0,0.06896551724137931,0.8357575759999999
1,0,0,0,0,0,0,1,0,0,0.36363636363636365,0.7,0.024196670538133958,0.031018818948734584,0.14814814814814814,0.0,0.06896551724137931,0.8213541670000001
1,0,0,0,1,0,0,1,0,0,0.09090909090909091,0.8,0.4874177313201702,0.03357127406446031,0.38773148148148145,0.0175,0.6494252873563219,0.8004972459999999
1,0,0,0,1,0,0,1,0,0,0.1818181818181818,0.8,0.32849399922570655,0.03677265844689596,0.3819444444444444,0.013888888888888888,0.6091954022988506,0.8002738290000001
1,0,0,0,1,0,0,1,0,0,0.9999999999999999,0.8,0.16860240030971735,0.023404715552671422,0.5833333333333334,0.0175,0.3390804597701149,0.800107143
1,0,0,0,1,0,0,1,0,0,0.4545454545454545,0.8,0.16473093302361594,0.017477828250054075,0.5648148148148148,0.013888888888888888,0.3275862068965517,0.800024932
1,0,0,0,1,0,0,1,0,0,0.8181818181818182,0.75,0.4874177313201702,0.04581440622972096,0.40625,0.019166666666666665,0.6494252873563219,0.8
1,0,0,0,0,0,0,1,0,0,0.8181818181818182,0.75,0.020131629887727445,0.031018818948734584,0.05555555555555555,0.0,0.06896551724137931,0.779791667
1,0,0,0,0,0,0,1,0,0,0.6363636363636364,0.8,0.0,0.031018818948734584,0.05555555555555555,0.0,0.06896551724137931,0.735984848
1,0,0,0,0,0,0,1,0,0,0.1818181818181818,0.75,0.024196670538133958,0.031018818948734584,0.08333333333333333,0.0,0.11494252873563218,0.712626263
1,0,0,0,0,0,0,1,0,0,0.5454545454545454,0.8,0.0,0.031018818948734584,0.05555555555555555,0.0,0.06896551724137931,0.681060606
1,0,0,0,0,0,0,1,0,0,0.9090909090909091,0.8,0.024196670538133958,0.031018818948734584,0.034722222222222224,0.0,0.034482758620689655,0.5156060610000001
1,0,0,0,1,0,0,1,0,0,0.9090909090909091,0.35,0.18621757646147888,0.012113346311918667,1.0,0.010555555555555556,0.5977011494252874,0.349951389
1,0,0,0,1,0,0,1,0,0,0.36363636363636365,0.7,0.7648083623693378,0.031018818948734584,0.3958333333333333,0.0,0.632183908045977,0.23370547600000002
1,0,0,0,0,1,0,0,0,0,0.0,0.8,0.020131629887727445,0.04148821111832143,0.08333333333333333,0.0,0.06896551724137931,0.985
1,0,0,0,0,1,0,0,0,0,0.1818181818181818,0.75,0.024196670538133958,0.04148821111832143,0.10648148148148148,0.0,0.11494252873563218,0.930340376
1,0,0,0,0,1,0,0,0,0,0.2727272727272727,0.8,0.020131629887727445,0.04148821111832143,0.23148148148148148,0.0,0.20689655172413793,0.911589744
1,0,0,0,0,1,0,0,0,0,0.7272727272727273,0.8,0.020131629887727445,0.04148821111832143,0.05555555555555555,0.0,0.06896551724137931,0.8581439390000001
1,0,0,0,1,1,0,0,0,0,0.7272727272727273,0.8,0.4502516453735965,0.048237075492104695,0.4097222222222222,0.020833333333333332,0.6551724137931034,0.8511741140000001
1,0,0,0,1,1,0,0,0,0,0.5454545454545454,0.8,0.44521873790166466,0.04166125892277742,0.3923611111111111,0.016666666666666666,0.6264367816091955,0.850136766
1,0,0,0,1,1,0,0,0,0,0.6363636363636364,0.8,0.44521873790166466,0.04979450573220852,0.3923611111111111,0.016666666666666666,0.6264367816091955,0.850136766
1,0,0,0,0,1,0,0,0,0,0.8181818181818182,0.8,0.020131629887727445,0.04148821111832143,0.05555555555555555,0.0,0.06896551724137931,0.846950758
1,0,0,0,0,1,0,0,0,0,0.9090909090909091,0.8,0.024196670538133958,0.04148821111832143,0.05555555555555555,0.0,0.06896551724137931,0.8174242420000001
1,0,0,0,0,1,0,0,0,0,0.09090909090909091,0.8,0.020131629887727445,0.04148821111832143,0.05555555555555555,0.0,0.06896551724137931,0.8171022729999999
1,0,0,0,1,1,0,0,0,0,0.2727272727272727,0.8,0.4874177313201702,0.02825005407743889,0.4027777777777778,0.0175,0.6436781609195402,0.8010282129999999
1,0,0,0,1,1,0,0,0,0,0.09090909090909091,0.8,0.4874177313201702,0.03210036772658447,0.3993055555555555,0.0175,0.6379310344827587,0.800594466
1,0,0,0,1,1,0,0,0,0,0.9999999999999999,0.8,0.16860240030971735,0.03833008868699978,0.18171296296296297,0.013888888888888888,0.3390804597701149,0.800346445
1,0,0,0,1,1,0,0,0,0,0.4545454545454545,0.8,0.16473093302361594,0.03807051698031581,0.21180555555555555,0.013888888888888888,0.3275862068965517,0.8003437659999999
1,0,0,0,1,1,0,0,0,0,0.0,0.8,0.4502516453735965,0.05745187107938568,0.4097222222222222,0.0175,0.6551724137931034,0.8001171029999999
1,0,0,0,1,1,0,0,0,0,0.8181818181818182,0.8,0.4874177313201702,0.04650659744754489,0.40625,0.0175,0.6494252873563219,0.8
1,0,0,0,1,1,0,0,0,0,0.1818181818181818,0.75,0.32849399922570655,0.046203763789746916,0.27314814814814814,0.0125,0.6206896551724138,0.7500983509999999
1,0,0,0,1,1,0,0,0,0,0.9090909090909091,0.5,0.18621757646147888,0.03210036772658447,0.3680555555555555,0.010555555555555556,0.5862068965517242,0.673245283
1,0,0,0,0,1,0,0,0,0,0.5454545454545454,0.8,0.0,0.04148821111832143,0.05555555555555555,0.0,0.06896551724137931,0.670075758
1,0,0,0,0,1,0,0,0,0,0.6363636363636364,0.8,0.0,0.04148821111832143,0.05555555555555555,0.0,0.06896551724137931,0.628882576
1,0,0,0,1,1,0,0,0,0,0.36363636363636365,0.5,0.34630274874177314,0.04148821111832143,0.2962962962962963,0.0,0.6206896551724138,0.388007813
1,0,0,0,0,1,0,0,0,0,0.36363636363636365,0.5,0.024196670538133958,0.04148821111832143,0.05555555555555555,0.0,0.06896551724137931,0.337973485
